Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,z_score
202,Content Writing,PeoplePerHour,Beginner,Europe,Crypto,57,3333,96.5,54.21,3.35,58,Hourly,39.85,436,-0.5758159917921482
203,Data Entry,Toptal,Beginner,USA,Mobile Banking,7,3373,38.15,58.08,4.42,63,Hourly,48.37,247,-0.5621432532015991
204,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,72,495,84.03,94.93,4.65,16,Hourly,22.23,282,-1.5458967947916038
205,SEO,Freelancer,Expert,Australia,Mobile Banking,250,1075,35.25,80.32,3.2,6,Fixed,30.72,286,-1.3476420852286424
206,Customer Support,PeoplePerHour,Expert,Middle East,Bank Transfer,142,1409,65.11,50.46,3.48,78,Fixed,56.47,427,-1.2334747179975578
207,Web Development,Fiverr,Expert,Australia,Mobile Banking,291,8260,98.44,55.07,3.28,52,Fixed,77.57,31,1.1083235840987322
208,Customer Support,Upwork,Intermediate,USA,PayPal,70,6163,88.29,83.18,3.7,2,Fixed,13.53,499,0.3915302634891978
209,Web Development,Fiverr,Intermediate,Australia,PayPal,159,8802,20.23,50.25,3.9,89,Hourly,72.33,157,1.293589192000672
210,Content Writing,Freelancer,Intermediate,USA,Mobile Banking,91,521,57.01,58.04,4.5,77,Hourly,50.38,17,-1.537009514707747
211,Data Entry,Fiverr,Beginner,Europe,Crypto,37,77,38.11,77.44,4.3,18,Hourly,49.47,380,-1.6887769130628414
212,SEO,Upwork,Expert,Asia,Mobile Banking,72,8801,46.26,84.59,4.24,81,Fixed,45.02,62,1.2932473735359082
213,Graphic Design,Upwork,Expert,Canada,PayPal,191,3286,36.84,82.6,3.7,76,Fixed,14.86,127,-0.5918814596360432
214,Graphic Design,Freelancer,Intermediate,Australia,PayPal,196,9186,36.92,61.21,4.68,35,Fixed,16.29,15,1.4248474824699429
215,Web Development,Upwork,Beginner,USA,PayPal,217,3998,56.54,85.61,3.94,86,Hourly,52.06,162,-0.34850671272427003
216,SEO,Freelancer,Beginner,Middle East,Crypto,92,6222,23.24,61.86,4.96,39,Hourly,33.87,445,0.4116975529102576
217,App Development,Freelancer,Beginner,USA,Crypto,112,2029,56.05,66.27,4.27,1,Fixed,74.21,250,-1.0215472698440473
218,Content Writing,Upwork,Intermediate,Middle East,Crypto,244,4971,31.5,87.32,3.25,37,Hourly,38.46,136,-0.015917346509164175
219,Web Development,Toptal,Beginner,Australia,PayPal,220,9057,32.45,82.48,4.35,21,Hourly,20.03,317,1.3807529005154222
220,Web Development,Freelancer,Beginner,UK,Bank Transfer,181,2376,75.18,92.46,3.65,1,Fixed,60.03,294,-0.9029362625710343
221,Content Writing,Upwork,Beginner,Middle East,Mobile Banking,57,2380,7.81,82.88,4.37,4,Fixed,30.53,178,-0.9015689887119794
222,Data Entry,Toptal,Expert,USA,Mobile Banking,53,7696,41.19,78.42,3.14,58,Hourly,46.78,228,0.9155379699719904
223,Graphic Design,Freelancer,Intermediate,Australia,PayPal,118,1052,43.72,54.68,3.35,1,Fixed,58.85,370,-1.3555039099182082
224,Data Entry,Toptal,Expert,USA,Crypto,99,9784,51.09,68.39,4.71,13,Hourly,73.02,393,1.6292549243986514
225,SEO,PeoplePerHour,Expert,UK,Bank Transfer,29,6498,68.56,63.26,3.45,46,Fixed,65.45,179,0.5060394491850462
226,App Development,PeoplePerHour,Intermediate,Canada,Bank Transfer,136,6887,40.12,62.2,4.67,47,Hourly,57.35,395,0.6390068319781357
227,Customer Support,Toptal,Expert,Asia,Crypto,183,6517,25.25,98.65,3.56,81,Fixed,57.57,71,0.5125340000155569
228,Digital Marketing,Freelancer,Beginner,Asia,Mobile Banking,149,9471,89.06,69.65,4.29,76,Fixed,76.21,317,1.522265744927605
229,Digital Marketing,Upwork,Beginner,UK,Mobile Banking,202,7404,98.2,94.6,4.39,7,Fixed,30.71,386,0.8157269782609823
230,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,88,2579,6.9,81.56,4.03,51,Hourly,10.08,82,-0.8335471142239979
231,Content Writing,Upwork,Beginner,Australia,Bank Transfer,161,1480,56.91,89.74,3.61,3,Hourly,29.04,378,-1.2092056069993333
232,Web Development,Fiverr,Intermediate,UK,Crypto,89,3962,37.46,75.13,3.43,50,Fixed,25.25,394,-0.36081217745576416
233,App Development,Fiverr,Expert,Canada,Mobile Banking,257,1582,31.31,78.85,3.07,26,Hourly,56.33,135,-1.1743401235934332
234,Data Entry,Freelancer,Expert,USA,Bank Transfer,76,1942,36.89,74.63,3.61,31,Hourly,54.36,217,-1.0512854762784916
235,Customer Support,Toptal,Beginner,Australia,Mobile Banking,227,1471,65.69,59.76,4.31,62,Fixed,51.54,108,-1.2122819731822068
236,Graphic Design,Upwork,Beginner,Middle East,Bank Transfer,280,8632,23.12,86.12,4.88,26,Fixed,11.14,377,1.2354800529908383
237,Digital Marketing,Toptal,Expert,UK,Crypto,287,5818,91.72,64.04,4.74,67,Fixed,61.01,406,0.2736028931457121
238,Data Entry,PeoplePerHour,Intermediate,Canada,Mobile Banking,268,2868,49.28,51.22,4.53,55,Hourly,32.65,118,-0.7347615779072809
239,Digital Marketing,Freelancer,Expert,UK,Bank Transfer,250,5667,35.93,82.27,4.58,28,Fixed,56.55,393,0.22198830496638944
240,App Development,Freelancer,Beginner,Europe,Bank Transfer,65,1245,77.73,58.86,4.33,44,Hourly,48.96,17,-1.289532946218809
241,Digital Marketing,PeoplePerHour,Beginner,Asia,Bank Transfer,263,6279,6.55,97.02,3.52,81,Hourly,33.99,331,0.43118120540179006
242,Graphic Design,Upwork,Intermediate,Asia,Bank Transfer,11,9099,46.03,97.7,4.81,38,Hourly,19.42,422,1.3951092760354986
243,Customer Support,PeoplePerHour,Expert,Australia,Crypto,192,5355,38.75,95.74,4.34,30,Fixed,16.61,153,0.11534094396010679
244,SEO,Upwork,Intermediate,USA,Mobile Banking,8,9758,37.13,68.51,4.12,66,Fixed,68.21,10,1.6203676443147943
245,SEO,Fiverr,Intermediate,Canada,Mobile Banking,235,8127,37.02,50.77,3.22,8,Hourly,74.29,137,1.0628617282851565
246,App Development,Freelancer,Beginner,UK,PayPal,137,9395,7.97,96.42,3.89,14,Hourly,55.49,386,1.4962875416055617
247,SEO,Upwork,Expert,Australia,Mobile Banking,129,892,19.45,71.41,3.92,62,Fixed,17.24,61,-1.4101948642804043
248,Content Writing,Toptal,Beginner,UK,PayPal,19,5250,18.48,98.33,4.73,75,Fixed,38.14,70,0.0794500051599155
249,Web Development,Toptal,Expert,Australia,Bank Transfer,17,5971,98.92,98.18,4.09,63,Fixed,61.03,60,0.3259011182545623
250,Content Writing,Freelancer,Beginner,Asia,Crypto,122,9924,7.11,92.65,3.76,79,Fixed,64.59,131,1.677109509465573
251,Data Entry,PeoplePerHour,Beginner,Europe,Crypto,244,344,20.87,64.72,4.95,66,Fixed,18.28,60,-1.5975113829709264
252,Content Writing,PeoplePerHour,Expert,UK,Bank Transfer,267,6147,97.55,69.25,3.22,40,Fixed,10.0,487,0.38606116805297813
253,Data Entry,Upwork,Expert,Europe,PayPal,10,6462,64.68,92.56,3.85,13,Fixed,59.85,391,0.493733984453552
254,Data Entry,PeoplePerHour,Beginner,Middle East,Bank Transfer,235,8886,47.81,65.85,3.08,17,Fixed,34.96,357,1.322301943040825
255,Web Development,Freelancer,Expert,Middle East,Crypto,34,6728,12.48,58.47,4.48,15,Fixed,27.81,268,0.5846576960807032
256,Graphic Design,Upwork,Beginner,Asia,Crypto,26,5070,68.62,77.84,4.84,33,Hourly,10.9,11,0.017922681502444745
257,Customer Support,Fiverr,Expert,Canada,Mobile Banking,160,5793,18.09,96.81,3.56,16,Fixed,47.82,34,0.265057431526619
258,App Development,PeoplePerHour,Beginner,Europe,PayPal,122,160,68.76,84.8,4.72,13,Fixed,69.58,485,-1.6604059804874522
259,Web Development,PeoplePerHour,Beginner,Australia,Mobile Banking,197,8825,98.02,78.5,3.58,86,Hourly,77.03,437,1.3014510166902375
260,App Development,Upwork,Beginner,Canada,Crypto,199,9728,55.54,54.86,4.82,23,Fixed,49.6,50,1.6101130903718825
261,SEO,Toptal,Intermediate,UK,Crypto,172,4914,25.34,80.75,4.51,36,Fixed,46.01,42,-0.035400999000696584
262,SEO,PeoplePerHour,Expert,UK,Mobile Banking,243,1698,64.4,99.5,4.61,43,Hourly,15.95,227,-1.1346891816808409
263,Content Writing,Freelancer,Beginner,Australia,Mobile Banking,248,6431,53.73,57.0,3.04,50,Fixed,48.42,110,0.48313761204587646
264,Data Entry,PeoplePerHour,Intermediate,USA,Crypto,73,2431,55.65,75.92,4.93,74,Hourly,36.6,321,-0.8841362470090294
265,Digital Marketing,Fiverr,Beginner,USA,Mobile Banking,99,155,50.42,93.87,4.45,81,Hourly,52.5,14,-1.6621150728112708
266,Digital Marketing,PeoplePerHour,Intermediate,UK,Mobile Banking,81,5868,69.01,87.04,3.61,13,Fixed,37.21,176,0.29069381638389846
267,App Development,Toptal,Beginner,Asia,PayPal,175,9936,59.33,84.85,4.66,30,Hourly,26.82,161,1.6812113310427377
268,Data Entry,PeoplePerHour,Beginner,Asia,Crypto,5,9975,98.76,85.12,3.56,57,Hourly,16.65,38,1.694542251168523
269,App Development,Upwork,Intermediate,Australia,Bank Transfer,66,431,83.46,67.97,4.75,30,Hourly,32.04,25,-1.5677731765364824
270,Web Development,PeoplePerHour,Intermediate,USA,PayPal,211,4406,30.15,64.68,3.23,71,Hourly,16.77,111,-0.20904477910066963
271,Graphic Design,Toptal,Expert,Europe,Bank Transfer,158,5968,73.95,90.47,4.41,10,Fixed,22.38,452,0.3248756628602711
272,Customer Support,Upwork,Expert,UK,Mobile Banking,278,1366,25.36,90.51,4.08,66,Hourly,79.11,431,-1.248172911982398
273,Web Development,Freelancer,Intermediate,Middle East,Mobile Banking,52,5504,79.32,93.35,3.19,83,Hourly,41.09,472,0.16627189520990202
274,Data Entry,Upwork,Expert,Europe,Bank Transfer,141,4124,19.02,95.66,3.48,39,Fixed,47.23,50,-0.3054375861640405
275,Data Entry,Fiverr,Intermediate,Australia,Mobile Banking,5,4854,49.99,75.57,3.02,37,Hourly,71.15,481,-0.05591010688652017
276,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,239,956,80.11,75.08,3.94,3,Fixed,79.69,366,-1.388318482535526
277,App Development,Freelancer,Beginner,Europe,PayPal,260,7671,31.61,89.91,3.6,89,Hourly,50.79,387,0.9069925083528972
278,Content Writing,PeoplePerHour,Expert,USA,Bank Transfer,111,712,84.53,82.5,4.2,34,Fixed,66.87,97,-1.4717221879378752
279,Content Writing,Upwork,Beginner,Asia,PayPal,177,6768,66.19,85.1,3.59,86,Hourly,32.89,410,0.5983304346712522
280,Graphic Design,Upwork,Beginner,USA,Bank Transfer,134,8704,42.76,89.79,3.6,38,Fixed,31.4,374,1.2600909824538267
281,Content Writing,Upwork,Expert,Middle East,PayPal,298,992,45.22,94.5,4.49,14,Hourly,38.19,169,-1.3760130178040317
282,Digital Marketing,Upwork,Intermediate,Canada,Crypto,44,8399,92.97,66.9,3.1,64,Fixed,57.08,55,1.1558363507008902
283,Content Writing,Freelancer,Beginner,Asia,Crypto,20,6465,25.69,68.78,4.81,39,Fixed,57.75,220,0.49475943984784315
284,Content Writing,Toptal,Beginner,UK,Bank Transfer,131,3359,70.87,54.7,4.7,54,Fixed,32.07,324,-0.5669287117082912
285,Content Writing,Toptal,Expert,Middle East,Crypto,207,1376,72.19,78.91,4.34,2,Fixed,19.32,145,-1.2447547273347608
286,Digital Marketing,Upwork,Intermediate,Australia,PayPal,138,2156,92.63,51.8,4.19,43,Fixed,54.27,444,-0.9781363248190542
287,App Development,Freelancer,Intermediate,UK,Bank Transfer,263,4849,72.75,73.28,4.78,53,Hourly,18.98,259,-0.057619199210338805
288,Content Writing,Freelancer,Expert,Europe,Crypto,18,8889,60.52,77.13,3.37,3,Hourly,50.49,128,1.3233273984351162
289,SEO,Upwork,Intermediate,Asia,Crypto,70,2988,90.74,64.33,3.16,41,Fixed,58.54,49,-0.6937433621356337
290,Digital Marketing,Fiverr,Expert,Australia,Bank Transfer,199,2533,83.77,79.54,3.48,8,Fixed,59.04,339,-0.8492707636031293
291,Graphic Design,Upwork,Expert,Australia,Crypto,118,1425,73.09,51.53,4.59,75,Hourly,62.74,325,-1.2280056225613383
292,Web Development,Fiverr,Expert,USA,Crypto,163,7906,8.09,51.87,3.07,63,Hourly,71.1,403,0.987319847572373
293,Graphic Design,Upwork,Beginner,Europe,Bank Transfer,165,294,40.48,91.13,4.17,65,Fixed,45.0,19,-1.6146023062091128
294,Web Development,Fiverr,Beginner,USA,Crypto,258,2398,65.03,68.01,4.99,79,Hourly,61.12,173,-0.8954162563462323
295,Customer Support,Fiverr,Beginner,USA,Crypto,19,9109,54.61,56.35,4.71,4,Fixed,53.34,282,1.398527460683136
296,Graphic Design,Upwork,Expert,Asia,Crypto,41,529,35.34,76.11,4.04,68,Fixed,23.06,25,-1.5342749669896372
297,SEO,Fiverr,Beginner,Canada,Crypto,159,1985,18.72,88.5,3.13,10,Fixed,11.8,159,-1.0365872822936515
298,Web Development,PeoplePerHour,Beginner,USA,Mobile Banking,31,5807,57.53,60.79,4.66,75,Hourly,29.92,9,0.26984289003331113
299,Web Development,Toptal,Beginner,UK,Bank Transfer,16,137,32.16,81.14,4.2,50,Fixed,41.01,81,-1.668267805177018
300,Data Entry,Freelancer,Expert,Australia,Mobile Banking,71,9482,27.14,54.27,3.23,23,Hourly,53.2,255,1.526025748040006
301,Web Development,Fiverr,Expert,Asia,Mobile Banking,34,8814,42.9,52.58,3.19,61,Hourly,69.5,104,1.2976910135778366
302,Web Development,Fiverr,Expert,USA,PayPal,100,9055,79.62,76.57,4.82,47,Hourly,23.74,139,1.3800692635858947
303,Data Entry,Freelancer,Beginner,Middle East,Mobile Banking,219,228,51.35,77.03,4.34,3,Hourly,18.79,201,-1.6371623248835188
304,Content Writing,Fiverr,Intermediate,UK,Mobile Banking,198,9967,25.57,81.87,4.66,17,Fixed,77.44,343,1.6918077034504133
305,Content Writing,Freelancer,Beginner,Europe,PayPal,139,212,16.11,86.3,4.76,22,Fixed,17.56,23,-1.6426314203197383
306,Data Entry,Upwork,Beginner,Australia,Crypto,294,2690,52.4,98.79,4.14,16,Hourly,43.49,372,-0.7956052646352242
307,Digital Marketing,PeoplePerHour,Expert,Asia,Crypto,36,9247,80.46,75.82,4.03,80,Fixed,50.99,434,1.4456984088205302
308,Customer Support,PeoplePerHour,Expert,Middle East,Mobile Banking,43,2398,67.02,66.15,3.86,3,Hourly,47.9,421,-0.8954162563462323
309,Web Development,Toptal,Beginner,Asia,PayPal,210,2471,27.05,89.76,3.63,52,Fixed,16.02,45,-0.8704635084184803
310,Web Development,Fiverr,Beginner,Asia,Crypto,47,4348,46.49,63.54,3.87,33,Fixed,13.99,216,-0.22887025005696576
311,Data Entry,Toptal,Intermediate,Middle East,PayPal,263,4192,86.25,71.95,4.55,42,Fixed,17.38,391,-0.2821939305601071
312,Data Entry,Upwork,Intermediate,Europe,Bank Transfer,253,4553,21.88,53.92,4.2,2,Fixed,50.99,54,-0.15879746478040183
313,Digital Marketing,PeoplePerHour,Expert,Middle East,Bank Transfer,78,1267,55.55,51.27,4.79,39,Fixed,48.1,77,-1.282012939994007
314,SEO,Upwork,Intermediate,UK,Bank Transfer,278,2524,38.84,98.13,3.89,46,Fixed,26.36,490,-0.8523471297860028
315,Content Writing,Upwork,Intermediate,Asia,Bank Transfer,194,979,16.8,91.8,4.21,48,Hourly,54.64,158,-1.3804566578459603
316,Graphic Design,Fiverr,Expert,Europe,Mobile Banking,142,8008,9.74,84.8,4.26,27,Fixed,67.4,343,1.0221853309782731
317,SEO,Upwork,Intermediate,Asia,Bank Transfer,286,8558,57.81,70.45,4.18,15,Fixed,12.91,271,1.2101854865983226
318,App Development,PeoplePerHour,Beginner,Middle East,Bank Transfer,170,1552,6.97,58.66,4.41,7,Fixed,44.87,147,-1.184594677536345
319,Content Writing,Toptal,Intermediate,Europe,PayPal,282,470,14.83,57.82,3.47,57,Hourly,58.25,37,-1.554442256410697
320,Web Development,PeoplePerHour,Expert,Europe,Crypto,30,5880,38.02,62.51,4.02,42,Fixed,27.66,110,0.2947956379610632
321,App Development,Fiverr,Beginner,USA,PayPal,77,4408,9.13,77.46,3.21,9,Fixed,31.54,14,-0.20836114217114218
322,SEO,PeoplePerHour,Intermediate,USA,Mobile Banking,119,1499,43.04,85.73,3.77,6,Fixed,52.95,77,-1.2027110561688223
323,Data Entry,Freelancer,Beginner,USA,Bank Transfer,55,5861,17.38,83.01,3.98,57,Hourly,72.86,75,0.28830108713055236
324,Digital Marketing,Toptal,Beginner,Middle East,Crypto,175,8669,38.24,64.0,4.3,76,Fixed,66.69,417,1.2481273361870964
325,Content Writing,Freelancer,Intermediate,Australia,Crypto,272,7921,80.16,97.74,4.9,30,Hourly,50.82,327,0.9924471245438289
326,Digital Marketing,Freelancer,Intermediate,UK,Bank Transfer,7,8638,64.5,86.89,4.2,55,Hourly,61.12,274,1.2375309637794207
327,App Development,Fiverr,Expert,Middle East,Bank Transfer,214,9037,47.31,77.72,4.49,84,Fixed,35.54,493,1.3739165312201476
328,Content Writing,Upwork,Expert,Asia,Mobile Banking,119,156,13.72,80.59,4.01,84,Fixed,54.87,196,-1.6617732543465071
329,Customer Support,Freelancer,Beginner,USA,Mobile Banking,171,4099,63.82,70.98,4.27,54,Hourly,42.63,375,-0.31398304778313363
330,Customer Support,PeoplePerHour,Expert,Europe,Bank Transfer,269,8339,20.55,62.39,3.14,27,Hourly,23.3,218,1.1353272428150665
331,SEO,Upwork,Beginner,Middle East,Bank Transfer,231,1953,12.28,67.8,3.51,84,Fixed,59.12,62,-1.0475254731660906
332,Web Development,PeoplePerHour,Beginner,Europe,Bank Transfer,155,7699,68.08,87.89,3.72,59,Fixed,48.95,360,0.9165634253662817
333,Customer Support,PeoplePerHour,Expert,Asia,Bank Transfer,272,3620,91.65,50.72,3.94,7,Hourly,35.1,460,-0.4777140924049586
334,Customer Support,Upwork,Expert,Europe,Crypto,120,5426,48.76,55.8,3.09,40,Hourly,73.79,31,0.13961005495833137
335,Graphic Design,Upwork,Expert,Europe,Mobile Banking,92,92,8.89,52.3,3.28,72,Hourly,11.47,478,-1.6836496360913855
336,Digital Marketing,PeoplePerHour,Intermediate,Canada,Bank Transfer,246,6435,88.63,52.04,3.55,2,Hourly,32.1,232,0.48450488590493135
337,Digital Marketing,Fiverr,Beginner,Australia,Bank Transfer,44,1627,11.36,92.77,4.94,14,Fixed,13.98,109,-1.1589582926790654
338,Customer Support,Toptal,Beginner,UK,Crypto,186,6115,87.41,85.18,3.66,10,Hourly,63.66,164,0.3751229771805389
339,Graphic Design,Toptal,Beginner,UK,PayPal,213,5935,42.22,73.71,3.96,50,Fixed,59.15,193,0.3135956535230681
340,Digital Marketing,Fiverr,Expert,USA,Bank Transfer,277,8626,39.71,54.89,3.39,18,Hourly,33.19,6,1.233429142202256
341,Digital Marketing,Upwork,Expert,Canada,Crypto,123,3627,56.57,74.58,4.22,18,Hourly,57.3,431,-0.47532136315161255
342,Content Writing,PeoplePerHour,Expert,Middle East,Crypto,28,3288,95.92,73.67,3.56,16,Fixed,37.72,138,-0.5911978227065158
343,Content Writing,Toptal,Expert,Middle East,PayPal,262,5294,90.38,58.66,3.41,52,Fixed,62.94,458,0.09449001760951947
344,Graphic Design,PeoplePerHour,Expert,UK,Mobile Banking,96,9938,49.68,71.69,4.03,69,Fixed,41.79,342,1.6818949679722652
345,App Development,Fiverr,Intermediate,Australia,Mobile Banking,165,2184,71.1,69.93,3.01,52,Fixed,38.86,286,-0.9685654078056698
346,Web Development,PeoplePerHour,Expert,Europe,Mobile Banking,153,3942,60.14,80.79,3.02,31,Hourly,75.43,427,-0.3676485467510387
347,SEO,Fiverr,Beginner,Asia,Bank Transfer,121,4371,70.88,81.75,3.44,84,Fixed,27.56,300,-0.22100842536740006
348,Customer Support,Upwork,Expert,USA,Mobile Banking,57,5826,83.79,52.27,3.07,23,Fixed,18.43,455,0.27633744086382195
349,Customer Support,Fiverr,Beginner,Australia,Bank Transfer,49,5878,8.28,68.73,3.22,42,Fixed,50.92,55,0.29411200103153573
350,SEO,Fiverr,Expert,UK,Bank Transfer,269,3865,35.95,81.29,3.68,81,Hourly,77.85,159,-0.3939685685378456
351,Customer Support,Toptal,Expert,Canada,Crypto,266,345,96.14,75.16,4.61,62,Hourly,36.45,495,-1.5971695645061628
352,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,238,463,95.19,92.82,4.14,77,Fixed,14.34,148,-1.556834985664043
353,App Development,Toptal,Beginner,UK,Mobile Banking,39,6006,6.07,82.93,4.03,50,Hourly,33.75,286,0.3378647645212927
354,Digital Marketing,Freelancer,Beginner,Middle East,Mobile Banking,201,6328,24.14,58.15,3.59,77,Hourly,45.42,256,0.4479303101752126
355,Web Development,Fiverr,Beginner,USA,Bank Transfer,29,6718,99.41,53.53,4.86,81,Fixed,21.33,460,0.581239511433066
356,Customer Support,Freelancer,Intermediate,UK,Bank Transfer,206,8245,51.82,82.12,3.79,15,Hourly,56.07,138,1.1031963071272763
357,Graphic Design,Toptal,Beginner,Middle East,Mobile Banking,277,227,59.42,51.33,3.17,44,Fixed,79.84,348,-1.6375041433482824
358,App Development,PeoplePerHour,Expert,Asia,Bank Transfer,40,8987,20.81,79.29,4.23,42,Fixed,41.62,323,1.3568256079819614
359,Customer Support,Toptal,Expert,Middle East,Bank Transfer,227,4404,89.96,97.01,3.23,45,Fixed,34.83,291,-0.20972841603019707
360,Graphic Design,PeoplePerHour,Intermediate,Europe,PayPal,281,8893,26.97,78.77,3.69,35,Hourly,38.05,334,1.324694672294171
361,Content Writing,PeoplePerHour,Beginner,Canada,PayPal,22,5964,23.02,69.41,4.01,22,Fixed,18.06,186,0.3235083890012162
362,Digital Marketing,Upwork,Expert,Europe,Mobile Banking,192,5532,26.67,82.16,4.75,74,Hourly,71.83,322,0.17584281222328638
363,Data Entry,Fiverr,Intermediate,UK,Mobile Banking,261,3321,92.36,72.91,3.99,75,Hourly,39.04,183,-0.5799178133693128
364,Customer Support,Toptal,Expert,Asia,PayPal,146,6737,71.77,77.28,4.4,38,Hourly,37.11,306,0.5877340622635767
365,Graphic Design,PeoplePerHour,Intermediate,Australia,Bank Transfer,140,5442,78.02,97.07,4.99,70,Hourly,56.18,412,0.145079150394551
366,App Development,Toptal,Intermediate,Asia,Bank Transfer,83,339,40.82,69.31,3.26,64,Fixed,40.94,468,-1.5992204752947452
367,Digital Marketing,Toptal,Beginner,Asia,Crypto,296,9044,91.37,98.06,3.55,7,Fixed,55.38,385,1.3763092604734937
368,Web Development,PeoplePerHour,Intermediate,Asia,Mobile Banking,66,8475,79.99,95.27,3.79,44,Hourly,14.3,261,1.1818145540229335
369,App Development,Freelancer,Expert,Europe,Mobile Banking,133,457,76.31,59.79,3.84,76,Fixed,66.96,414,-1.5588858964526253
370,Content Writing,Fiverr,Expert,Australia,Mobile Banking,261,743,97.24,53.47,3.82,7,Hourly,75.84,309,-1.4611258155301996
371,SEO,Fiverr,Beginner,Middle East,Crypto,216,1219,39.79,55.04,4.82,66,Hourly,55.41,343,-1.2984202263026658
372,Customer Support,Upwork,Beginner,UK,Crypto,58,8673,63.04,50.91,4.43,60,Fixed,76.82,423,1.2494946100461513
373,Web Development,Upwork,Intermediate,Canada,Bank Transfer,179,7832,91.44,54.72,4.22,1,Hourly,20.6,144,0.9620252811798572
374,Graphic Design,Upwork,Beginner,Australia,PayPal,104,9224,80.13,84.15,3.62,62,Fixed,43.42,260,1.4378365841309644
375,Customer Support,Fiverr,Expert,UK,PayPal,43,3094,58.52,53.56,4.65,87,Hourly,52.13,1,-0.6575106048706787
376,Graphic Design,Freelancer,Expert,Australia,PayPal,267,5580,12.24,65.95,4.91,89,Hourly,50.72,313,0.19225009853194525
377,Web Development,Fiverr,Beginner,Europe,Bank Transfer,154,5042,67.01,92.24,4.64,18,Hourly,38.1,11,0.008351764489060404
378,Graphic Design,Fiverr,Beginner,UK,PayPal,125,3974,55.02,51.16,3.0,7,Hourly,33.67,260,-0.35671035587859945
379,App Development,Fiverr,Beginner,Europe,Crypto,182,7020,22.5,90.72,4.27,54,Fixed,18.88,361,0.6844686877917113
